1015424,1401756,1
1015424,3613122,5
1016191,1016237,5
1016207,1518889,4
1016207,1968793,3
1016207,3615636,1
1016237,1016191,5
1016343,691407,2
1016992,1718937,1
1017013,1750372,1
1017022,1031413,2
1017498,4427432,1
1017499,4427386,2
1018080,1018863,5
1018080,1029640,5
1018863,1018080,5
1018863,1029640,5
1021724,1643499,2
1021724,337233,4
1021736,1021739,5
1021736,1049340,5
1021739,1021736,5
1021739,1049340,5
1022426,394361,1
1022426,7243957,1
1023196,1367583,5
1023196,1518162,5
1023196,1673614,5
1023196,4330870,5
1023196,528148,5
1023196,863462,5
1023196,863464,5
1023554,1505170,5
1023554,530782,5
1023554,750914,5
1023554,809901,1
1023554,851481,5
1023554,891972,5
1023609,1505176,5
1023609,433153,5
1023609,595932,5
1023609,806446,5
1023609,851574,5
10237858,7093006,2
10238202,1902106,1
1023968,10603349,2
1023968,7094545,2
10239726,5873598,2
10239726,5873599,2
10239729,5873597,1
10239730,5873596,1
1024399,1988442,2
1024568,821747,1
1024789,1994331,5
1024789,3978138,5
1024789,3978140,5
1024789,3978141,5
1024823,4149019,1
1024823,4424372,1
1024823,7080317,2
1024866,1981658,5
1024866,518361,5
1025167,1854826,1
1025193,1730582,1
1025193,1761894,1
1025193,1920564,1
1025193,3648915,1
1025359,1796337,1
1025359,822334,1
1025391,7077900,1
1025391,7095079,4
1026688,1189974,1
1026688,5664478,1
1027391,1681708,1
1028451,8130640,5
1028474,5858584,1
1028474,8191086,5
1028769,1059654,1
1028769,691097,5
1028887,995705,1
1029338,5634785,1
1029640,1018080,5
1029640,1018863,5
1030158,9816027,1
1030570,1010981,1
1030570,7441864,1
1030848,1034218,5
1030848,1095971,5
1031413,1017022,2
1031471,1032490,5
1031504,1062794,1
1031504,1316446,5
1031504,3983258,1
1032090,7080171,1
1032490,1031471,5
1033236,1445811,1
1033238,1036402,4
1033580,1417321,5
1033618,1241408,2
1033618,1766723,1
1033618,9146454,2
1033660,3961056,1
1033660,3984519,1
1033711,510357,1
1034218,1030848,5
1034218,1095971,5
1034321,4331467,1
1035623,1067625,1
1035623,1069220,5
1035916,3942059,1
1035922,5669247,1
1036010,3913120,1
1036402,1033238,4
1036553,1135149,4
1036553,7076837,1
1037120,1069220,1
1037992,1421857,1
1038256,1061646,5
1038585,3576517,1
1038586,3617858,1
1038586,5667987,5
1038775,1700198,1
1038775,2017617,5
1038802,1706983,1
1038802,543980,1
1039109,1478464,5
1039109,1478466,2
1039109,1478467,1
1039109,1532178,5
1039109,601963,2
1039109,999039,5
1040532,1478467,5
1040532,619563,5
1040532,811685,1
1041199,1745447,1
1041199,967241,5
1041943,1849724,1
1041943,5336981,4
1041943,7089347,4
1042135,8677876,5
1042136,1504834,1
1042687,1111492,5
1042687,5632602,5
1042687,987593,4
1043150,1512953,1
1043150,8887849,3
1043345,1932587,1
1043345,3591779,1
1043922,998046,5
1044379,3956718,3
1046340,1843982,1
1046340,777001,2
1047981,947338,1
1047989,1004840,5
1049095,483393,1
1049101,617509,2
1049207,1123100,5
1049207,410454,2
1049340,1021736,5
1049340,1021739,5
1049379,1005856,5
1049379,1059006,5
1049379,3617678,5
1049380,1088579,5
1049900,1932443,1
1049900,3646906,1
10507072,1059006,1
10507072,3617678,1
10507075,6548212,5
10507161,8853917,3
10507161,937428,1
1050808,1705016,1
1050808,744829,3
1050818,1122563,5
10510284,10510294,5
10510294,10510284,5
1053573,2042585,4
1053573,471466,1
1054254,1766723,1
1054354,1010714,5
1054354,1467287,5
1054354,2025061,4
1054390,1544843,5
1054390,3571345,5
1054582,1235503,1
1054582,1448284,5
1054582,1842241,5
1054582,9347241,1
1055031,1111577,1
1055031,1205020,1
1055031,1716227,1
1055352,910200,3
1056461,1273535,2
1058967,1062660,5
1058967,309107,5
1058967,685193,1
1058977,1247770,1
1058977,1521667,1
1058977,1687799,1
1059006,1049379,5
1059006,10507072,1
1059006,3617678,1
1059136,1610154,1
1059136,1747090,1
1059136,2031287,1
1059136,3983259,1
1059654,1028769,1
1059654,691097,5
10603349,1023968,3
10603351,1817016,1
10603351,1925298,1
10603352,1100090,5
10603352,838799,5
10603352,854628,1
10603353,1878317,5
10603353,1882345,1
10603353,2005452,1
10603353,7094513,5
10603353,7094532,1
10604454,1829185,4
10604454,1849140,2
10604454,1915255,2
10604454,3959486,2
10604454,762564,2
10604457,1376678,3
10604457,1828752,3
10604457,1849064,3
10604457,1889507,3
10604457,1889562,3
10604457,1889586,3
10604457,1986448,3
10604457,3613654,3
10604458,1828794,3
10604458,1828801,3
10604458,1849093,3
10604458,1849097,2
10604458,1863278,3
10605191,4332001,1
10605191,749961,1
10605191,8475468,1
10605191,8475469,5
10605191,8475470,5
10605192,3971252,1
10605192,757120,1
10605192,8475468,5
10605192,8475469,1
10605192,8475470,5
10605192,8475475,1
10607165,932687,1
10607166,3566131,5
1061120,1064021,5
1061151,1064050,5
1061151,1746995,5
1061151,5667911,5
1061151,957293,1
1061151,979408,5
1061646,1038256,5
1061646,1081949,5
1062660,1058967,5
1062660,309107,2
1062660,685193,5
1062663,1735318,1
1062663,3595581,1
1062688,978335,1
1062794,1031504,1
1062794,1316446,5
1062794,3983258,1
1063129,2044990,1
1063129,6406829,1
1063563,1069212,5
1063563,339335,1
1063563,893970,5
1064021,1061120,5
1064050,1061151,5
1064050,957293,5
1064050,979408,1
1064051,4966135,1
1065264,1065265,5
1065264,1079257,5
1065265,1013442,5
1065265,1065264,5
1065265,1066023,5
1065265,1079257,5
1065265,1235727,5
1065265,1322717,5
1065265,1779127,5
1065681,1082226,5
1065681,1150869,1
1065955,1739678,1
1066023,1013442,1
1066023,1065265,5
1066023,1068300,5
1066023,1192858,5
1066023,1235727,1
1066023,1295962,5
1066023,1322717,1
1066023,1744450,2
1066023,1779127,1
1066023,5664102,5
1066023,786718,1
1066023,787379,1
1066023,897755,5
1066023,9820843,5
1066025,1078526,1
1066025,1086880,5
1066025,5858622,5
1066608,1240025,1
1066608,1397460,5
1066608,1673666,1
1066608,1747964,1
1066608,6406827,1
1066608,691095,5
1066633,2000721,1
1066633,960585,1
1067434,485606,5
1067625,1035623,1
1067625,1069220,5
1067627,1538553,1
1067627,8130640,5
1067737,614940,4
1067737,7379231,3
10678035,3894549,2
10678035,4332000,2
10678035,9689659,1
10681051,1433403,3
10681051,631816,1
10681051,7084697,1
10681052,706374,2
10681053,1249600,3
10681053,2009813,1
10681053,7084690,1
10681332,5663976,1
10681333,705211,1
10681334,691084,1
10681519,10681520,5
10681519,10681521,5
10681519,705953,1
10681519,705955,5
10681520,10681519,5
10681520,10681521,5
10681520,688657,2
10681521,10681519,5
10681521,10681520,5
10681521,1416767,1
10681522,10681524,5
10681522,1376826,2
10681522,2040076,5
10681522,7086517,2
10681522,913493,5
10681523,1493548,3
10681524,10681522,5
10681524,2040076,5
10681524,816539,1
10681524,913493,5
10681527,10681529,5
10681527,10681530,5
10681527,1468588,5
10681527,1984253,5
10681529,10681527,5
10681529,10681530,5
10681529,1468588,5
10681529,1984253,5
10681530,10681527,5
10681530,10681529,5
10681530,1468588,5
10681530,1984253,5
10682531,1895641,3
1068300,1013442,5
1068300,1066023,5
1068300,1235727,5
1068300,1322717,5
1068300,1779127,5
10685248,376370,2
1069133,1536479,3
1069133,4330871,5
1069212,1063563,5
1069212,5669245,5
1069212,893970,5
1069220,1035623,5
1069220,1037120,1
1069220,1067625,5
1073794,1080070,2
1075661,1145051,1
1075661,6548227,5
1075840,1636412,2
1075840,4331468,1
1075842,1333147,5
1077142,1091683,5
1078424,1080965,5
1078424,1767502,1
1078424,1776845,5
1078424,3965971,5
1078424,692353,1
1078424,821879,1
1078424,9342320,5
1078450,1304302,3
1078450,2012429,1
1078450,3902825,1
1078526,1066025,1
1078526,1086880,5
1078526,5858622,5
1078551,846110,5
1078551,978886,1
1078750,735525,1
1078912,1544256,1
1079257,1065264,5
1079257,1065265,5
1079257,1501655,5
1079257,385085,2
1079257,8121687,2
1079265,8121684,1
1080067,1093807,3
1080067,1628832,3
1080070,1073794,1
1080070,5858575,5
1080076,5858622,1
1080957,7090877,1
1080965,1078424,5
1080965,1235725,1
1080965,1322714,1
1080965,1322715,1
1080965,1435967,5
1080965,1767502,5
1080965,1776845,1
1080965,3965971,1
1080965,5249048,5
1080965,692364,1
1080965,895531,1
1080965,908722,1
1080984,1083893,5
1080984,1104093,1
1080990,1013048,1
1080990,1235722,1
1080990,1322712,1
1080990,1744394,1
1080990,617193,1
1081465,1098244,1
1081465,1190837,1
1081465,3983256,1
1081632,1240026,1
1081632,1406638,1
1081632,1479119,5
1081632,1952134,5
1081632,380697,5
1081632,6406828,1
1081632,702506,4
1081632,879452,5
1081632,895511,2
1081949,1061646,5
1082133,5858568,5
1082226,1065681,5
1082226,1150869,5
1082230,1135975,5
1082239,1138801,3
1082239,3629070,4
1083006,583988,2
1083116,3939296,1
1083230,570146,2
1083504,5615042,1
1083504,604558,1
1083509,623400,1
1083509,843955,1
1083886,1122207,5
1083891,1133823,1
1083893,1080984,5
1083893,1293773,1
1083893,7090818,2
1083898,830876,1
1084001,1490578,1
1084287,1005856,5
10847373,3157499,1
10847975,1984369,3
10848508,10848509,5
10848508,10848510,5
10848508,10848512,5
10848508,10848513,5
10848509,10848508,5
10848509,10848510,5
10848509,10848512,5
10848509,10848513,5
10848510,10848508,5
10848510,10848509,5
10848510,10848511,5
10848510,10848512,5
10848510,10848513,5
10848511,10848510,5
10848511,10848512,5
10848511,10848513,5
10848512,10848508,5
10848512,10848509,5
10848512,10848510,5
10848512,10848511,5
10848512,10848513,5
10848513,10848508,5
10848513,10848509,5
10848513,10848510,5
10848513,10848511,5
10848513,10848512,5
1085222,604556,2
1085222,965327,2
1085434,1446971,1
1085434,1776846,1
1085434,808050,1
1085711,1085859,1
1085711,1690942,1
1085711,1708618,5
1085711,725036,1
1085859,1085711,1
1085859,1690942,1
1085859,1708618,5
1085859,725036,1
1086880,1066025,5
1086880,1078526,5
1086880,1272275,3
1086880,1863950,1
1086880,5858622,5
1086881,1147036,3
1086881,3622742,1
1086883,1013866,1
1086883,1235728,1
1086883,1322718,1
1086883,1449854,5
1086883,1729484,1
1086883,1746600,1
1086883,1863108,5
1086883,1923626,5
1086883,5232942,5
1086883,5858620,5
1086883,627195,5
1086883,641251,1
1086883,778493,5
1086883,934762,1
1088558,1333995,2
1088579,1049380,5
1089818,7093724,2
1089843,867172,1
1091439,1664732,5
1091439,1740326,5
1091439,1746622,1
1091439,1776948,1
1091439,4009651,1
1091439,784633,1
1091439,785668,1
1091683,1077142,5
1092214,1911412,1
1092214,5858621,1
1092221,1502226,3
1092221,1691088,1
1092221,6877024,4
1092221,837494,3
1092258,1092259,2
1092258,1104332,5
1092258,1104333,5
1092258,1114827,5
1092258,1372130,5
1092259,1092258,1
1092259,1104332,5
1092259,1104333,5
1092259,1114827,5
1092259,1372130,5
1092283,1932380,3
1092283,824143,3
1092283,978944,3
1092337,1105893,5
1092337,1105894,5
1092337,1114753,4
1092337,1114754,5
1092337,1844612,5
1092337,596751,5
1092345,1092346,1
1092345,1106949,1
1092345,8124446,3
1092346,1092345,1
1092346,1106949,1
1092346,8124446,3
1092349,1092350,1
1092349,1691557,1
1092350,1092349,1
1092350,1691557,1
1092658,1092659,1
1092659,1092658,1
1092989,1691169,1
1092989,3576884,1
1092989,4427572,1
1093049,3576921,1
1093807,1080067,3
1093807,1628832,3
1094009,1094010,1
1094009,1103201,5
1094009,1120701,5
1094009,1120702,5
1094010,1094009,1
1094010,1103201,5
1094010,1120701,5
1094010,1120702,5
1094028,5251687,5
1094728,3635070,1
1095710,1096226,5
1095710,1096228,5
1095710,1395076,5
1095710,3832725,5
1095971,1030848,5
1095971,1034218,5
1096226,1095710,5
1096226,1096228,5
1096226,1395076,5
1096226,3832725,5
1096228,1095710,5
1096228,1096226,5
1096228,1395076,5
1096228,3832725,1
1096726,1007078,5
1097129,833006,5
1097729,1614706,5
1097758,315987,5
1097758,5620993,5
1097758,5620999,2
1098172,1903488,1
1098244,1081465,1
1098244,1190837,1
1098244,3983256,1
1098544,7092984,4
10995716,5623482,5
1099728,562261,5
1099728,7170887,2
10998297,10998298,5
10998298,10998297,5
1100090,10603352,5
1100090,854628,5
1100092,1105477,4
1100092,7094609,4
1100094,776829,5
1101629,5251691,5
1101879,7093749,1
1102339,5251687,5
1102446,1102447,2
1102446,1102690,5
1102446,1938573,3
1102446,504967,5
1102447,1102446,2
1102447,1102690,5
1102447,1938573,3
1102447,504967,5
1102690,1102446,5
1102690,1102447,5
1103201,1094009,5
1103201,1094010,5
1103201,1120701,5
1103201,1120702,5
1103338,1103339,1
1103338,1114904,1
1103338,1114905,1
1103338,7091439,5
1103339,1103338,1
1103339,1114904,1
1103339,1114905,1
1103339,7091439,5
1103359,1715221,3
1103359,2005637,3
1103745,1450537,2
1103745,7093636,1
1104093,1080984,1
1104126,1104127,1
1104127,1104126,1
1104140,1104141,1
1104140,1105728,5
1104141,1104140,1
1104141,1105728,5
1104153,3584901,5
1104153,436121,5
1104197,1104198,1
1104198,1104197,1
1104332,1092258,5
1104332,1092259,5
1104332,1104333,1
1104332,1114827,5
1104332,1372130,4
1104333,1092258,5
1104333,1092259,5
1104333,1104332,1
1104333,1114827,5
1104333,1372130,4
1104894,1104895,1
1104895,1104894,1
1104920,1104921,1
1104920,416408,5
1104920,7090873,2
1104921,1104920,1
1104921,416408,5
1104921,7090873,2
1105023,5593006,3
1105023,688273,3
1105023,912161,3
1105023,979172,3
1105024,5593006,3
1105024,688273,3
1105024,912161,3
1105024,979172,3
1105116,1105117,1
1105117,1105116,1
1105296,1105297,1
1105297,1105296,1
1105477,1100092,4
1105477,7094609,1
1105477,845640,5
1105519,1105520,1
1105519,1116349,5
1105519,332798,5
1105520,1105519,1
1105520,1116349,5
1105520,332798,5
1105594,1611446,5
1105594,2031592,1
1105604,1105605,1
1105605,1105604,1
1105728,1104140,5
1105728,1104141,5
1105853,1105854,1
1105853,5232472,5
1105854,1105853,1
1105854,5232472,5
1105893,1092337,5
1105893,1105894,3
1105893,1114753,5
1105893,1114754,5
1105893,1844612,2
1105893,596751,2
1105894,1092337,5
1105894,1105893,3
1105894,1114753,5
1105894,1114754,5
1105894,1844612,3
1105894,596751,3
1105903,1105904,1
1105904,1105903,1
1105916,1105917,2
1105916,1114029,5
1105916,1114030,5
1105917,1105916,2
1105917,1114029,5
1105917,1114030,5
1105941,1105942,1
1105942,1105941,1
1106467,1866423,1
1106553,1113563,5
1106632,410450,2
1106860,1709602,1
1106860,1745096,5
1106860,1745121,1
1106860,578403,1
1106949,1092345,1
1106949,1092346,1
1106949,8124446,2
1107462,336731,5
1109299,1829716,1
1109299,1853351,1
1109299,489487,1
1110049,8731397,1
1110055,793153,1
1110060,1128791,5
1110721,1853379,1
1110721,1995623,1
1111237,1216437,1
1111238,998044,5
1111492,1042687,5
1111492,5632602,5
1111492,8892409,2
1111492,987593,5
1111577,1055031,1
1111577,1205020,1
1111577,1678436,1
1111577,1716227,1
1111577,484655,1
1111577,807738,1
1113563,1106553,5
1113563,5369341,5
1114029,1105916,5
1114029,1105917,5
1114029,1114030,2
1114029,1114859,5
1114029,1116349,5
1114030,1105916,5
1114030,1105917,5
1114030,1114029,2
1114030,1114859,5
1114030,1116349,5
1114298,1117632,5
1114298,1397601,4
1114298,7091417,1
1114660,1114661,1
1114661,1114660,1
1114737,1691498,1
1114753,1092337,5
1114753,1105893,5
1114753,1105894,5
1114753,1114754,2
1114753,1844612,5
1114753,596751,5
1114754,1092337,5
1114754,1105893,5
1114754,1105894,5
1114754,1114753,2
1114754,1844612,5
1114754,596751,5
1114764,1115334,5
1114764,1115335,5
1114764,1938573,2
1114798,1932380,3
1114798,824143,3
1114798,978944,3
1114799,1932380,3
1114799,824143,3
1114799,978944,3
1114827,1092258,5
1114827,1092259,5
1114827,1104332,5
1114827,1104333,5
1114827,1372130,5
1114837,1114838,1
1114837,1376464,5
1114837,1473337,4
1114837,378730,4
1114837,3833387,4
1114837,504976,5
1114838,1114837,1
1114838,1376464,5
1114838,1473337,4
1114838,378730,4
1114838,3833387,5
1114838,504976,5
1114859,1114029,5
1114859,1114030,5
1114859,1116349,5
1114904,1103338,1
1114904,1103339,1
1114904,1114905,1
1114904,7091439,5
1114905,1103338,1
1114905,1103339,1
1114905,1114904,1
1114905,7091439,5
1115334,1114764,5
1115334,1115335,1
1115334,1938573,5
1115335,1114764,5
1115335,1115334,1
1115335,1938573,5
1116028,1863257,5
1116271,1829010,1
1116349,1105519,5
1116349,1105520,5
1116349,1114029,5
1116349,1114030,5
1116349,1114859,5
1116349,332798,5
1117355,1117356,1
1117356,1117355,1
1117632,1114298,5
1117669,1117670,1
1117670,1117669,1
1117773,1691960,1
1118311,1118312,1
1118312,1118311,1
1119359,3961307,5
1120105,1120701,5
1120105,1120702,5
1120105,1683666,5
1120105,1692124,1
1120105,1829325,5
1120517,1120518,1
1120517,1674004,5
1120517,3642268,5
1120518,1120517,1
1120518,1674004,5
1120518,3642268,5
1120701,1094009,5
1120701,1094010,5
1120701,1103201,5
1120701,1120105,5
1120701,1120702,1
1120701,1692124,5
1120701,1829325,5
1120702,1094009,5
1120702,1094010,5
1120702,1103201,5
1120702,1120105,5
1120702,1120701,1
1120702,1692124,5
1120702,1829325,5
1120833,1548402,5
1121089,3832995,4
1121224,1154087,5
1121241,1460049,2
1121241,1749730,2
1121241,888320,5
1121320,1537937,2
1121320,1662662,5
1121320,686545,2
1121320,781901,5
1121320,783769,2
1121846,5572791,5
1122207,1083886,5
1122563,1050818,5
1122563,1399762,1
1122577,1716385,1
1122865,1145051,5
1122865,1970477,1
1122865,5667912,5
1123100,1049207,5
1123101,1369155,5
1123103,2018185,1
1123878,1732346,1
1124162,1840278,1
1126877,3906775,1
1128791,1110060,5
1129599,8892410,2
1130398,3893335,3
1130499,1130500,1
1130500,1130499,1
1130522,867098,5
1131054,1236983,5
1131054,1236984,5
1131054,1900888,5
1131054,6874559,1
1131294,1011217,3
1131294,1926459,1
1131823,1391590,1
1131823,1811101,1
1131833,1213735,1
1131833,1234508,5
1131833,1951402,1
1131833,3961235,5
1131833,5628329,5
1133118,1649462,1
1133118,1901791,1
1133118,527578,1
1133823,1083891,1
1134626,1841642,1
1134626,919925,1
1134850,1698701,5
1134850,1779529,5
1134850,3617820,1
1134850,3632715,1
1134850,4427370,4
1134850,991213,1
1134960,1504259,1
1134960,5614354,3
1134960,6511474,2
1135149,1036553,5
1135149,1376631,5
1135149,1416739,5
1135149,1783459,5
1135149,7076837,5
1135149,896007,5
1135585,1722240,1
1135585,1752774,5
1135585,1854637,1
1135586,1952285,1
1135642,1696228,1
1135975,1082230,5
1135976,1698973,1
1135976,1698977,5
1135976,1705368,5
1135976,1963461,5
1135977,1148147,5
1135977,2007695,5
1135977,3576999,5
1135981,1138952,5
1135981,1145047,5
1135981,3622759,5
1137882,558649,1
1138123,886906,2
1138800,1468764,1
1138800,1932877,2
1138801,1082239,3
1138801,1148147,5
1138801,1692246,5
1138801,3629070,5
1138801,5258029,5
1138802,3929430,1
1138952,1135981,5
1138952,1145047,5
1138952,3622759,5
1139129,1705118,2
1139129,1932877,5
1139149,1705368,2
1142662,1142667,5
1142662,1149641,1
1142662,301277,5
1142662,902127,5
1142667,1142662,5
1142667,1149641,5
1142667,301277,1
1145044,1456186,5
1145047,1135981,5
1145047,1138952,5
1145047,3622759,5
1145051,1075661,1
1145051,1122865,5
1145051,1970477,5
1145051,6548227,5
1147036,1086881,3
1147036,3622742,3
1147896,1393852,1
1147920,1014075,5
1147920,1932407,1
1147920,758882,5
1147920,811151,5
1147920,892377,3
1148147,1135977,5
1148147,1138801,5
1148147,1692246,5
1148147,2007695,5
1148147,3576999,5
1148147,3629070,5
1148256,927924,4
1149641,1142662,1
1149641,1142667,5
1149641,301277,5
1149641,902127,5
1150869,1065681,1
1150869,1082226,5
1150869,3982326,5
1150869,4332102,5
1150869,4332109,5
1150869,522590,1
1152071,1918417,2
1153489,5371829,1
1153489,5576646,2
1154087,1121224,5
1154087,1823270,2
1155789,2006614,5
1155790,1774456,3
1156081,2011591,1
1156081,3652516,2
1162047,1539020,5
1162047,382136,1
1162047,823816,1
1162047,824143,5
1162942,1164228,5
1164221,2004600,5
1164221,691237,5
1164221,7085979,3
1164221,7086122,3
1164221,7086200,3
1164228,1162942,5
1164864,1471512,1
1164864,1698711,5
1167710,1823796,1
1167710,3892230,5
1167710,936965,1
1168092,1812277,2
1168092,359291,2
1168093,2017907,5
1168093,3613869,3
1168093,3899582,3
1168093,776804,3
1168093,843499,3
1168095,1828819,5
1168095,1889521,5
1168095,3577082,5
1168095,8638823,3
1168284,1381490,5
1168284,1828773,5
1168284,1849077,5
1168284,1849083,4
1168284,1863267,4
1168284,1889526,5
1168284,1889541,4
1169273,1915176,1
1169273,3973578,2
1169274,1170718,5
1169274,1376459,1
1169748,3973580,2
1169750,518404,5
1170277,1876850,3
1170718,1169274,5
1170718,1376458,5
1170718,1915182,5
1170718,2002921,5
1170718,2014480,1
1170718,3973582,2
1170718,3973583,5
1170967,1174764,5
1170967,1668861,5
1170967,380523,5
1170970,1827998,3
1170970,1848365,3
1170970,1888092,3
1170973,1862438,2
1170973,1978334,3
1173266,3613872,1
1173266,740893,1
1173803,1965895,1
1173807,3598757,5
1174304,1448914,1
1174764,1170967,5
1174764,1668861,5
1174764,380523,5
1174766,879486,5
1174803,1864326,2
1174803,1890974,5
1174803,2010583,4
1174803,3586472,5
1176474,576600,1
1183100,3976219,1
1183664,1862139,1
1183666,1432966,1
1185055,1185056,5
1185056,1185055,5
1189974,1026688,1
1189974,5664478,1
1190837,1081465,1
1190837,1098244,1
1190837,3983256,1
1190837,5876301,5
1192854,1192855,5
1192854,1192857,5
1192854,1192858,5
1192854,1192859,5
1192854,1192860,5
1192855,1192854,5
1192855,1192857,5
1192855,1192858,5
1192855,1192859,5
1192855,1192860,5
1192855,495146,1
1192857,1192854,5
1192857,1192855,5
1192857,1192858,5
1192857,1192859,5
1192857,1192860,5
1192858,1013442,5
1192858,1066023,5
1192858,1192854,5
1192858,1192855,5
1192858,1192857,5
1192858,1192859,5
1192858,1192860,5
1192858,1235727,5
1192858,1322717,5
1192858,1779127,5
1192859,1192854,5
1192859,1192855,5
1192859,1192857,5
1192859,1192858,5
1192859,1192860,5
1192860,1192854,5
1192860,1192855,5
1192860,1192857,5
1192860,1192858,5
1192860,1192859,5
1204482,3930396,1
1205020,1055031,1
1205020,1111577,1
1205020,1678436,1
1205020,1716227,2
1205020,484655,1
1205628,1205629,5
1205628,1205630,5
1205629,1205628,5
1205630,1205628,5
1212060,1416762,1
1212061,1416762,5
1212061,1416769,1
1212062,593549,1
1212074,398468,1
1213734,1213735,5
1213734,1905526,1
1213734,1951402,5
1213735,1131833,1
1213735,1213734,5
1213735,1234508,5
1213735,1905526,5
1213735,1951402,1
1213735,3961235,5
1213735,5628329,5
1215595,1376824,1
1215595,1381801,5
1215595,3591402,5
1215595,4330209,5
1215596,1876317,1
1215596,7089226,3
1216168,1377916,2
1216168,5626958,1
1216436,1216437,5
1216436,1216438,5
1216436,5634791,1
1216437,1111237,1
1216437,1216436,5
1216437,1216438,5
1216438,1216436,5
1216438,1216437,5
1216438,1873002,2
1216438,997827,1
1227555,1814883,1
1232581,4966150,1
1232581,934648,1
1234507,1693627,5
1234507,1706895,5
1234507,3626219,2
1234507,5678475,5
1234507,591194,5
1234508,1131833,5
1234508,1213735,5
1234508,1693627,5
1234508,1706895,5
1234508,1951402,5
1234508,5678475,5
1235503,1054582,2
1235503,1448284,5
1235503,1842241,5
1235503,9347241,2
1235722,1013048,1
1235722,1080990,1
1235722,1322712,1
1235722,1744394,1
1235722,1779198,5
1235722,617193,1
1235722,644493,5
1235722,6874561,5
1235722,785614,1
1235725,1080965,1
1235725,1322714,1
1235725,1322715,1
1235725,1435967,5
1235725,1776845,1
1235725,3965971,1
1235725,5249048,5
1235725,692364,1
1235725,895531,1
1235725,908722,1
1235727,1013442,1
1235727,1065265,5
1235727,1066023,1
1235727,1068300,5
1235727,1192858,5
1235727,1235728,5
1235727,1295962,5
1235727,1322717,1
1235727,1322718,5
1235727,1729484,5
1235727,1744450,1
1235727,1746600,5
1235727,1779127,1
1235727,5664102,5
1235727,786718,1
1235727,787379,1
1235727,897755,5
1235727,9820843,5
1235728,1013866,1
1235728,1086883,1
1235728,1235727,5
1235728,1322717,5
1235728,1322718,1
1235728,1449854,5
1235728,1729484,1
1235728,1746600,1
1235728,1863108,5
1235728,1923626,5
1235728,5232942,5
1235728,5858620,5
1235728,627195,5
1235728,641251,1
1235728,778493,5
1235728,934762,1
1236983,1131054,5
1236983,1236984,5
1236983,1900888,5
1236984,1131054,5
1236984,1236983,5
1236984,1900888,5
1237798,8883286,5
1237798,8883287,5
1237798,8917612,1
1237799,8917613,1
1238482,1532173,5
1238482,1843406,5
1238482,1963023,5
1238482,691080,1
1238482,987886,1
1238482,987892,5
1238482,993876,5
1238518,1370681,1
1238518,1674006,4
1238518,3593370,4
1238518,4331642,1
1238946,704040,4
1238946,7080795,1
1238947,383509,1
1238947,7080864,2
1240025,1066608,1
1240025,1397460,5
1240025,1673666,1
1240025,1747964,1
1240025,6406827,1
1240025,691095,5
1240026,1081632,1
1240026,1406638,1
